qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
TRINITY_DN28750_c0_g2_i7.p1	1723.18019171	3.83005922614	7	365	1.37919569343	0.188520038808	0.000399809000841	Echinoderm microtubule-associated protein-like 1	
TRINITY_DN28756_c0_g1_i1.p1	1409.21847807	2.53759671261	5	390	1.15368739123	0.0	0.0	Glypican-6	
TRINITY_DN28776_c0_g3_i1.p1	1023.99949699	4.6928699649	9	1195	1.11327302248	0.214445770872	0.000848256348473	Acetylcholinesterase	ACHE
TRINITY_DN28783_c3_g1_i2.p1	370.166831344	26.4678829027	47	50852	0.801772756206	0.120199646037	1.05634305731e-05	Adenylate kinase	
TRINITY_DN28783_c3_g1_i2.p1	18.9162528232	1.13789551589	2	35612	0.72011166898	0.231217190115	2.85448293063e-06	Uridylate kinase	
TRINITY_DN28783_c3_g1_i3.p1	370.166831344	26.4678829027	47	50852	0.801772756206	0.120199646037	1.05634305731e-05	Adenylate kinase	
TRINITY_DN28783_c3_g1_i3.p1	18.9162528232	1.13789551589	2	35612	0.72011166898	0.231217190115	2.85448293063e-06	Uridylate kinase	
TRINITY_DN28783_c3_g1_i6.p1	370.166831344	26.4678829027	47	50852	0.801772756206	0.120199646037	1.05634305731e-05	Adenylate kinase	
TRINITY_DN28783_c3_g1_i6.p1	18.9162528232	1.13789551589	2	35612	0.72011166898	0.231217190115	2.85448293063e-06	Uridylate kinase	
TRINITY_DN28783_c3_g1_i7.p1	370.166831344	26.4678829027	47	50852	0.801772756206	0.120199646037	1.05634305731e-05	Adenylate kinase	
TRINITY_DN28783_c3_g1_i7.p1	18.9162528232	1.13789551589	2	35612	0.72011166898	0.231217190115	2.85448293063e-06	Uridylate kinase	
TRINITY_DN28783_c3_g1_i9.p1	867.190080417	6.53161862663	12	2098	0.957330345379	0.0385930338704	2.63044666956e-07	UMP-CMP kinase	
TRINITY_DN28783_c3_g1_i9.p1	36.1440332162	1.12322198504	2	35612	0.791417408582	0.352754203617	3.36891349083e-06	Uridylate kinase	
TRINITY_DN28784_c0_g2_i2.p2	4.16660200195e-15	0.504811922856	1	3	0.596776637913	0.0127860860943	6.14170909831e-07	Ephrin type-A receptor 4a (Fragment)	
TRINITY_DN28785_c0_g1_i1.p1	169.296894181	3.2006321067	6	32421	0.715380693265	0.108795907709	5.22533878749e-06	Ribosome-binding ATPase YchF	YCHF
TRINITY_DN28790_c0_g1_i1.p1	1532.00415272	2.15000729795	4	264	1.73251773985	0.999463634413	1.76261365597e-05	CLK4-associating serine/arginine rich protein	CLASRP
TRINITY_DN28795_c0_g1_i5.p1	1825.19119069	0.929323561379	2	93	1.49661089128	0.333066964999	0.000446177830139	Transcription factor E2F3	E2F3
TRINITY_DN28797_c0_g1_i7.p1	686.541733579	1.59411988068	3	986	0.996975874039	0.24973429695	1.61222048698e-07	Choline/ethanolamine kinase	CHKB
TRINITY_DN28797_c0_g1_i8.p1	1014.81105689	1.48157090147	3	207	1.05479598423	0.111078386135	8.41154892877e-07	Choline kinase alpha	
TRINITY_DN28797_c0_g1_i8.p1	505.099113879	1.60942278971	3	986	0.862186248681	0.132352074927	1.70886201293e-07	Choline/ethanolamine kinase	
TRINITY_DN28809_c0_g1_i1.p1	2108.85821662	3.13464805468	6	209	1.54653192257	0.213183799747	6.11028897848e-05	Lysophospholipid acyltransferase 2	MBOAT2
TRINITY_DN28810_c1_g1_i1.p1	1466.76757805	1.03663295288	2	144	1.18678639349	0.0190176549334	2.57802805854e-07	Dual specificity tyrosine-phosphorylation-regulated kinase 2	
TRINITY_DN28816_c1_g1_i1.p1	3934.51346539	5.28834553065	10	100	2.28808325995	0.234479853586	0.000177569768751	Phospholipid scramblase 3	
TRINITY_DN28817_c0_g2_i2.p1	1.34997897892e-14	0.493969986648	1	18	0.678085593907	0.166198633343	1.59117887355e-05	OTU domain-containing protein 5-A	
TRINITY_DN28820_c1_g1_i1.p1	1090.58770374	2.98240894341	5	651	1.05174664776	0.0481350222048	2.24853573785e-07	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	
TRINITY_DN28823_c0_g1_i1.p1	1269.80176377	6.98845402517	12	569	1.13632929886	0.072465001987	0.000107114928373	ATP-dependent RNA helicase DBP2	
TRINITY_DN28823_c0_g1_i1.p1	974.101895894	3.72700419976	7	275	1.02265473613	0.0811527819487	0.000150166768735	ATP-dependent RNA helicase DBP3	
TRINITY_DN28823_c0_g1_i1.p1	592.602194097	0.511581519287	1	14	0.946545406203	0.225476675082	9.45385231082e-05	DEAD-box ATP-dependent RNA helicase 52A	
TRINITY_DN28823_c0_g1_i1.p1	725.320274646	0.529196598128	1	9	0.939870941459	0.112720727535	4.23003560891e-05	ATP-dependent RNA helicase DBP1	
TRINITY_DN28823_c0_g1_i1.p1	633.10566818	2.62117047046	5	322	0.880366565609	0.0700436662747	5.77605804641e-05	ATP-dependent RNA helicase DED1	
TRINITY_DN28823_c0_g1_i1.p1	619.931972971	0.515707203195	1	13	0.867853469938	0.0563777420635	2.38727778006e-05	ATP-dependent RNA helicase DDX3Y	
TRINITY_DN28825_c0_g2_i1.p1	3268.14461376	3.21947553732	6	87	1.94712893833	0.0940934427958	7.84071271364e-05	Lysine-specific demethylase lid	
TRINITY_DN28826_c2_g4_i1.p1	1156.72003436	14.9479928597	24	2775	1.14366835983	0.171660442189	1.55860659378e-05	Eukaryotic translation initiation factor 6	
TRINITY_DN28826_c3_g1_i1.p1	1656.50919158	4.74722203552	9	508	1.34620679703	0.176607810635	4.90381059225e-05	Epoxide hydrolase 1	EPHX1
TRINITY_DN28829_c0_g1_i8.p1	1.9266360444e-13	0.470784332037	1	68	0.59	0.0	0.0	Liprin-alpha-3	
TRINITY_DN28832_c5_g1_i1.p1	2587.88582982	6.37697685659	12	58	1.66199891781	0.0695179454464	3.73974439581e-06	Cell division control protein 2 homolog	
TRINITY_DN28832_c5_g1_i1.p1	1453.55583437	18.7006989677	36	1581	1.20719152131	0.0674890089847	6.39887949679e-07	Cyclin-dependent kinase 1	
TRINITY_DN28832_c5_g1_i1.p1	510.219107065	0.522051557365	1	6	0.882065755595	0.165996097193	9.06283485687e-06	Cyclin-dependent protein kinase PHO85	
TRINITY_DN28832_c5_g1_i1.p1	541.501528816	2.55111241487	5	212	0.874403107146	0.127929148632	2.34224609339e-06	Cyclin-dependent kinase 20	
TRINITY_DN28832_c5_g1_i1.p1	454.641881451	0.465185663819	1	5	0.85966199625	0.165665193579	0.000134553633706	Mitogen-activated protein kinase homolog MMK1	
TRINITY_DN28832_c5_g1_i1.p1	436.163179789	0.508836091375	1	13	0.802123944947	0.071054077485	5.9820073682e-07	Extracellular signal-regulated kinase 2	
TRINITY_DN28832_c5_g1_i1.p1	215.054138945	0.529939507202	1	58	0.764482742644	0.166905308993	6.36649740438e-05	Serine/threonine-protein kinase ppk23	
TRINITY_DN28832_c5_g1_i1.p1	96.8601451429	0.530065907049	1	286	0.629609079273	0.00163209703207	4.89426665075e-07	Negative regulator of the PHO system	
TRINITY_DN28833_c1_g1_i1.p1	2762.80644417	10.4398850889	17	345	1.69512257767	0.0	0.0	Alpha-actinin-1	
TRINITY_DN28837_c0_g1_i1.p1	2946.88963646	3.1911963692	6	107	1.94489521437	0.332271139667	0.0017827881626	Tribbles homolog 3	TRIB3
TRINITY_DN28843_c1_g1_i1.p1	1065.99893605	1.98782771378	4	545	1.14887170426	0.249947190537	5.94273328582e-06	SLIT-ROBO Rho GTPase-activating protein 1	
TRINITY_DN28850_c0_g1_i3.p1	5.70407714655e-14	0.572940102997	1	37	0.61648967805	0.0499805242862	8.9144678952e-09	Putative neural-cadherin 2	
TRINITY_DN28854_c0_g2_i2.p1	2694.57977234	1.58787018501	3	64	1.93262183905	0.499582358837	0.00056399636488	TLD domain-containing protein 2	TLDC2
TRINITY_DN28864_c0_g1_i3.p1	5439.57098946	2.62312440785	5	22	3.02126759806	0.481960560522	5.25994735827e-06	Methionine--tRNA ligase, mitochondrial	
TRINITY_DN28864_c0_g1_i3.p1	23.6745533386	0.510747769618	1	43891	0.600089361075	0.00116894288442	5.24727538819e-10	Methionine--tRNA ligase	
TRINITY_DN28864_c0_g1_i4.p1	1212.58217598	1.52283202002	3	316	1.12471037226	0.0937311147818	5.51759775148e-07	ATP synthase mitochondrial F1 complex assembly factor 1	ATPAF1
TRINITY_DN28865_c0_g1_i2.p2	1284.98514798	2.27612265879	4	375	1.10399405919	0.0	0.0	Glycogenin-1	GYG1
TRINITY_DN28867_c0_g1_i1.p1	1311.85983615	1.58178047203	3	270	1.15754010097	0.0807473181035	4.39554042978e-06	Mitochondrial amidoxime reducing component 2	
TRINITY_DN28879_c0_g1_i3.p2	1833.79633587	27.9980787996	56	2579	1.40371304057	0.151285276833	0.000665475212313	Inward rectifier potassium channel 2	
TRINITY_DN28882_c0_g2_i2.p1	1015.11271498	1.59920271867	3	451	1.03136985816	0.066650466563	1.24452858533e-06	Sodium-independent sulfate anion transporter	SLC26A11
TRINITY_DN28886_c0_g2_i2.p1	1976.14952611	1.47459052344	3	119	1.48642573562	0.199935062827	1.70939711928e-05	Monocarboxylate transporter 8	SLC16A2
TRINITY_DN28886_c0_g2_i3.p1	1976.19370835	1.51713016526	3	119	1.48644047628	0.19992953032	1.70934981766e-05	Monocarboxylate transporter 8	SLC16A2
TRINITY_DN28895_c0_g2_i4.p1	2547.57850793	7.80099415094	15	358	1.64386731508	0.065727519729	1.63224606315e-05	Fibroblast growth factor receptor 1	
TRINITY_DN28897_c0_g1_i2.p1	1486.93968218	0.587821513738	1	24	1.25161661432	0.126101800634	0.000339355687866	Dosage compensation regulator	
TRINITY_DN28897_c0_g1_i2.p1	1165.36999353	1.15174470597	2	150	1.06459555266	0.015938782751	1.93098674959e-08	ATP-dependent RNA helicase A	
TRINITY_DN28898_c0_g1_i6.p1	5.70407714655e-14	0.521418866562	1	37	0.722455953536	0.249916805324	2.33570079987e-06	Multiple C2 and transmembrane domain-containing protein	
TRINITY_DN2889_c0_g2_i1.p1	2445.56909315	44.661498222	74	1549	1.56822763726	0.0	0.0	Ras-related protein Rab-10	
TRINITY_DN2889_c0_g2_i1.p1	1049.55929774	2.385825003	4	24	1.10970943599	0.188140905102	0.0085518593228	Ras-related protein SEC4	
TRINITY_DN2889_c0_g2_i1.p1	271.793389848	2.43579565741	4	373	0.817604132212	0.224269775605	0.00118976008278	GTP-binding protein ypt1	
TRINITY_DN2889_c0_g2_i1.p1	427.927650749	0.627909794863	1	8	0.794490252979	0.0626300614266	0.00626300614266	Ras-like GTP-binding protein RYL1	
TRINITY_DN2889_c0_g2_i1.p1	419.224437678	0.615139407532	1	4	0.790048606712	0.0608248715056	0.00608248715056	GTP-binding protein yptV2	
TRINITY_DN2889_c0_g2_i1.p1	327.511837395	0.626585134947	1	17	0.751958100885	0.0582925911997	0.00291462955998	GTP-binding protein yptV1	
TRINITY_DN2889_c0_g2_i1.p1	282.092418568	0.585377623885	1	20	0.733387801074	0.0575655008148	0.00205591074339	GTP-binding protein YPTM1	
TRINITY_DN2889_c0_g2_i1.p1	235.037667448	0.616942763355	1	32	0.71472165049	0.0578914378839	0.00120607162258	GTP-binding protein YPTC1	
TRINITY_DN2889_c0_g2_i1.p1	233.101193372	0.592430425216	1	30	0.714694058947	0.0593456186536	2.01855845761e-05	Ras-related protein RIC1	
TRINITY_DN2889_c0_g2_i1.p1	191.760256059	0.596899041355	1	45	0.698290112202	0.0595712673938	0.000661902971042	Ras-related protein RABD1	
TRINITY_DN2889_c0_g2_i1.p1	166.61100163	0.593839905367	1	59	0.687999319854	0.0591450419957	0.000402347224461	GTP-binding protein YPTM2	
TRINITY_DN2889_c0_g2_i1.p1	109.272729774	0.637386391944	1	158	0.668185761247	0.0650369813213	0.000353461855007	GTP-binding protein ypt2	
TRINITY_DN28902_c0_g1_i1.p1	4.16660200195e-15	0.56931884404	1	4	0.615229786965	0.0476033307243	1.08407399331e-06	Disheveled-associated activator of morphogenesis 1-A	
TRINITY_DN28905_c0_g1_i1.p1	744.481894827	40.305809608	71	19829	1.27979779577	0.739543018299	0.0023619069902	Galactokinase	GALK
TRINITY_DN28912_c0_g1_i1.p1	2684.13541256	2.17347098448	4	86	1.78138711639	0.222137248904	1.04725011897e-05	G patch domain-containing protein 11	GPATCH11
TRINITY_DN28912_c0_g1_i7.p1	2684.13541256	2.17347098448	4	86	1.78138711639	0.222137248904	1.04725011897e-05	G patch domain-containing protein 11	GPATCH11
TRINITY_DN28912_c0_g1_i7.p3	3238.63011796	2.29293132196	4	59	2.0620555343	0.333182127467	0.000847977821759	Partner of bursicon	PBURS
TRINITY_DN28915_c0_g1_i1.p1	4147.393788	7.66207290719	14	126	2.33213827536	0.15691896441	0.000685451332108	Excitatory amino acid transporter 3	
TRINITY_DN28921_c0_g1_i2.p1	1333.76514551	0.608926747845	1	44	1.2359398693	0.212092033245	0.0012516739784	Pre-mRNA-splicing factor sap62	
TRINITY_DN28921_c0_g1_i2.p1	392.312741567	0.602571183772	1	498	0.762106331126	0.0286438272857	3.0191320983e-07	Splicing factor 3A subunit 2	
TRINITY_DN28925_c0_g1_i2.p1	1.00040088883e-13	0.552967181783	1	49	0.854839397707	0.499600638978	0.0025529524573	Carotenoid isomerooxygenase	
TRINITY_DN2892_c0_g1_i1.p1	2071.16107395	5.1310846196	9	325	1.49073111371	0.136346685832	0.00014703180434	Polyribonucleotide 5'-hydroxyl-kinase Clp1	CLP1
TRINITY_DN28932_c0_g1_i2.p1	2175.95264702	4.26272546579	7	229	1.69223570331	0.43745975087	4.88268772727e-05	Cytosolic purine 5'-nucleotidase	NT5C2
TRINITY_DN28935_c0_g1_i1.p1	731.439604829	3.95630267972	7	2024	0.948824050983	0.124996488073	3.51864682569e-06	Mediator of RNA polymerase II transcription subunit 17	MED17
TRINITY_DN28938_c0_g1_i1.p1	3332.94940013	7.43739368947	14	195	2.02119529554	0.184929998051	0.000131826181409	Heparan sulfate glucosamine 3-O-sulfotransferase 2	
TRINITY_DN28943_c0_g2_i1.p1	1.45701738939e-12	0.568880362703	1	187	0.623117495608	0.0624853210578	1.3772376154e-05	Peripheral plasma membrane protein CASK	
TRINITY_DN28943_c0_g2_i3.p1	1570.91864261	1.5226820321	3	187	1.31773338624	0.187478207304	0.000123966093858	Peripheral plasma membrane protein CASK	CASK
TRINITY_DN28943_c0_g2_i6.p1	1.45701738939e-12	0.634862814411	1	187	0.722477173653	0.249954852458	5.50924951858e-05	Peripheral plasma membrane protein CASK	
TRINITY_DN28943_c0_g2_i8.p1	1.45701738939e-12	0.633851697167	1	187	0.722476969695	0.249954467636	5.50924103672e-05	Peripheral plasma membrane protein CASK	
TRINITY_DN28948_c0_g2_i2.p1	1314.59781706	0.505814611458	1	2	1.12012800431	0.00809222161019	1.5604913415e-09	3,4-dihydroxyphenylacetaldehyde synthase 2 (Fragment)	DDC
TRINITY_DN28948_c0_g2_i2.p1	860.779031273	3.77627754382	7	1300	1.00522569436	0.133800094705	1.58294590189e-06	Aromatic-L-amino-acid decarboxylase	DDC
TRINITY_DN28949_c2_g1_i1.p1	1.21835482522e-12	0.564547272918	1	171	0.592006378347	0.00378555749925	1.64361137553e-06	Potassium voltage-gated channel protein Shaw	
TRINITY_DN28958_c0_g1_i1.p1	3.68160753271e-13	0.451802190285	1	94	0.619385970026	0.0554452168157	2.55697033573e-07	EGF-containing fibulin-like extracellular matrix protein 2	
TRINITY_DN28967_c0_g1_i1.p3	2729.97979643	0.64350251981	1	8	1.69832209161	0.0308113478776	7.93307009149e-06	Pre-mRNA-splicing factor BUD31	
TRINITY_DN28967_c0_g1_i1.p3	1321.99248887	0.668342175248	1	46	1.31984344268	0.37931253171	0.000540266242108	Pre-mRNA-splicing factor cwf14	
TRINITY_DN28967_c0_g1_i2.p3	2729.97979643	0.64350251981	1	8	1.69832209161	0.0308113478776	7.93307009149e-06	Pre-mRNA-splicing factor BUD31	
TRINITY_DN28967_c0_g1_i2.p3	1321.99248887	0.668342175248	1	46	1.31984344268	0.37931253171	0.000540266242108	Pre-mRNA-splicing factor cwf14	
TRINITY_DN28967_c0_g1_i3.p3	2729.97979643	0.64350251981	1	8	1.69832209161	0.0308113478776	7.93307009149e-06	Pre-mRNA-splicing factor BUD31	
TRINITY_DN28967_c0_g1_i3.p3	1321.99248887	0.668342175248	1	46	1.31984344268	0.37931253171	0.000540266242108	Pre-mRNA-splicing factor cwf14	
TRINITY_DN28967_c0_g1_i4.p4	2729.97979643	0.64350251981	1	8	1.69832209161	0.0308113478776	7.93307009149e-06	Pre-mRNA-splicing factor BUD31	
TRINITY_DN28967_c0_g1_i4.p4	1321.99248887	0.668342175248	1	46	1.31984344268	0.37931253171	0.000540266242108	Pre-mRNA-splicing factor cwf14	
TRINITY_DN28971_c0_g1_i2.p1	2745.58500552	0.583462058967	1	7	1.95153419641	0.496792815908	8.86073860011e-08	Striatin-interacting proteins 2	
TRINITY_DN28971_c0_g1_i2.p1	1783.68280909	0.599329172137	1	25	1.56988963139	0.50267265341	7.23846791026e-08	Striatin-interacting protein 1 homolog	
TRINITY_DN28974_c0_g1_i4.p1	2045.821855	13.1732251335	23	505	1.48311945448	0.141084719141	0.000790566879994	ATP-dependent RNA helicase HAS1	
TRINITY_DN28974_c0_g1_i4.p1	924.69896576	1.7970399011	3	46	1.08496341966	0.236003020051	0.000111636451238	ATP-dependent RNA helicase DDX18	
TRINITY_DN28974_c0_g1_i4.p1	1101.15741949	5.04834644632	10	256	1.07833576828	0.0903177736033	0.000219023508964	ATP-dependent RNA helicase DBP4	
TRINITY_DN28974_c0_g1_i4.p1	901.406563942	1.95000980739	4	57	1.02052360279	0.13200028039	4.14304760532e-05	ATP-dependent RNA helicase DDX55	
TRINITY_DN28974_c0_g1_i4.p1	634.660193925	0.575068015239	1	9	0.964995031804	0.228546066161	7.69584483689e-05	Probable ATP-dependent RNA helicase pitchoune	
TRINITY_DN28974_c0_g1_i4.p1	406.963306913	0.480793754381	1	17	0.759821902021	0.0132765425032	5.8645930251e-07	Probable ATP-dependent RNA helicase DDX47	
TRINITY_DN28975_c0_g3_i3.p1	1302.41166746	4.40920859848	7	636	1.11096466698	0.0	0.0	Transportin-1	
TRINITY_DN28983_c0_g2_i1.p1	1564.7987797	3.2507972954	6	379	1.2443189021	0.0535830195363	1.94932079541e-05	Metabotropic glutamate receptor 6	GRM6
TRINITY_DN28988_c0_g1_i1.p1	1.30664599983e-13	0.579617198882	1	56	0.619440960175	0.0555489091207	1.91706762155e-06	Spectrin beta chain, non-erythrocytic 1	
TRINITY_DN28989_c0_g1_i1.p1	658.590506062	15.9308977554	26	9283	1.14040832306	0.541456677562	4.07648460147e-06	Inositol-3-phosphate synthase	
TRINITY_DN28990_c0_g2_i1.p1	364.975254841	2.28084281446	4	4651	0.761226980251	0.047616427589	8.58464048937e-06	Transcription elongation factor SPT5	SUPT5H
TRINITY_DN28998_c0_g1_i1.p1	1790.19985861	1.58016421015	3	145	1.32500400054	0.03570535357	1.09851359563e-05	Unconventional myosin-XVIIIa	MYO18A
TRINITY_DN28999_c0_g1_i3.p1	996.942518521	1.04110072673	2	209	1.0800338475	0.172181317664	3.70863325545e-05	Lymphoid enhancer-binding factor 1	
TRINITY_DN28999_c0_g1_i3.p1	513.015255551	0.516156520834	1	194	0.807524204302	0.0232417011519	2.3567291512e-08	Transcription factor 7	
TRINITY_DN29008_c1_g4_i1.p1	2010.3152354	1.82065831482	3	115	1.47358924873	0.149930452522	7.36452798363e-07	Aminopeptidase C	PEPC
TRINITY_DN29020_c0_g2_i2.p2	2161.18514082	7.07628085278	12	397	1.54481792266	0.170459517126	1.61126693587e-05	26S proteasome non-ATPase regulatory subunit 3	
TRINITY_DN29020_c0_g2_i3.p2	2161.18514082	7.07628085278	12	397	1.54481792266	0.170459517126	1.61126693587e-05	26S proteasome non-ATPase regulatory subunit 3	
TRINITY_DN29023_c1_g1_i6.p1	482.588235791	3.83616876306	7	4656	0.783035294316	0.0	0.0	Beta-glucuronidase	GUSB
TRINITY_DN29024_c0_g1_i3.p1	95.9614336661	0.540074649526	1	8547	0.628384573466	0.0	0.0	5-oxoprolinase	
TRINITY_DN29033_c0_g1_i2.p1	2341.73949021	2.15577086817	4	113	1.6150101015	0.166630475694	7.66486348947e-06	Ras-GEF domain-containing family member 1B	RASGEF1B
TRINITY_DN29036_c0_g1_i1.p1	1382.78173481	2.75339551367	5	294	1.30220961433	0.300182347236	1.38187884451e-05	Cell division cycle 5-like protein	
TRINITY_DN29036_c0_g1_i1.p1	959.176345821	1.06839964844	2	92	1.00478303409	0.0587022308438	1.56706365601e-05	Pre-mRNA-splicing factor cef-1	
TRINITY_DN29040_c0_g1_i3.p1	1887.15879447	0.984513968751	2	87	1.47729974982	0.249878617207	2.82453801205e-05	Myelin regulatory factor-like protein	MYRFL
TRINITY_DN29049_c0_g1_i2.p1	2.80162188405e-13	0.548054304844	1	82	0.616479277991	0.0499609008445	2.71601236436e-08	AP-2 complex subunit alpha-2	
TRINITY_DN29056_c1_g1_i1.p1	1158.11013557	3.32774078817	6	693	1.10375658019	0.0953064922573	4.25330717496e-06	Regulator of G-protein signaling 7	RGS7
TRINITY_DN29057_c0_g1_i3.p1	1993.37025453	10.6648837727	21	783	1.48284303761	0.180178763814	9.54886083119e-06	Probable Xaa-Pro aminopeptidase P	AMPP
TRINITY_DN29057_c0_g1_i3.p1	580.766563829	0.496596789691	1	20	0.961064132416	0.261798557995	0.000213557347423	Xaa-Pro aminopeptidase ApepP	AMPP
TRINITY_DN29062_c2_g3_i1.p1	2594.58862977	4.8019452392	9	207	1.62783545191	0.0	0.0	Rhophilin-2	
TRINITY_DN29063_c0_g1_i4.p1	1382.7291517	1.01787634485	2	162	1.17252339114	0.0555306995959	2.29836200171e-05	E3 SUMO-protein ligase PIAS2	
TRINITY_DN29064_c0_g1_i1.p1	2011.41954393	1.03596007492	2	3	1.51912541016	0.234781496264	0.00616997859171	Serine/threonine protein kinase OSK3	
TRINITY_DN29064_c0_g1_i1.p1	2010.83311013	1.03565803863	2	3	1.51886897604	0.234740558796	0.0061617910981	Serine/threonine protein kinase OSK4	
TRINITY_DN29064_c0_g1_i1.p1	1554.51084446	5.0127744591	10	392	1.23327751143	0.040514929132	1.30603461898e-05	Testis-specific serine/threonine-protein kinase 1	
TRINITY_DN29064_c0_g1_i1.p1	985.303477875	0.507470261389	1	6	1.10042023475	0.219378773923	0.00140467123506	Serine/threonine protein kinase OSK1	
TRINITY_DN29064_c0_g1_i1.p1	219.294370699	0.515119729026	1	208	0.793386797286	0.218242759185	1.93319076406e-05	Serine/threonine-protein kinase NIM1	
TRINITY_DN29068_c0_g1_i2.p1	1609.48080763	14.9879720965	26	1551	1.2518291112	0.0340315819821	2.48463304309e-06	Potassium voltage-gated channel subfamily A member 2	
TRINITY_DN29069_c4_g5_i1.p1	1549.009961	16.7073959758	31	1997	1.41323355674	0.384187657214	0.000505700740183	Nucleolar protein 58	NOP58
TRINITY_DN29071_c0_g2_i4.p1	3338.06797327	7.96842525378	15	208	1.97312967512	0.0903794569013	6.86828961223e-05	Ephrin type-A receptor 5	
TRINITY_DN29072_c4_g1_i5.p1	3678.95422046	5.3680397573	9	103	2.21581712101	0.290974383383	0.000950481887751	CYFIP-related Rac1 interactor A	
TRINITY_DN29078_c0_g1_i1.p1	765.878274006	27.0758090443	45	11835	0.983715476493	0.164836749486	3.44831845364e-05	Tubulin beta chain	
TRINITY_DN29088_c0_g1_i2.p1	883.402869157	1.2151078086	2	397	1.07582204011	0.249926096725	3.05911472186e-06	Pre-mRNA-processing factor 17	CDC40
TRINITY_DN29089_c0_g1_i10.p1	4.33493014852e-13	0.507551158684	1	102	0.598831836852	0.016663834704	2.22925077168e-07	Rap guanine nucleotide exchange factor 6	
TRINITY_DN29090_c1_g2_i2.p1	4704.27643889	1.1385056492	2	14	2.48880377942	0.032251289889	1.01100548455e-06	Phospholipid-transporting ATPase IA	ATP8A1
TRINITY_DN29091_c0_g1_i1.p1	2643.88450438	4.80553091085	9	178	1.72571002435	0.147448735463	0.000419639965973	Fragile X mental retardation syndrome-related protein 1	FXR1
TRINITY_DN29091_c0_g1_i1.p1	146.149503533	0.553957338848	1	774	0.650192289595	0.00326882359497	5.8380049994e-07	Synaptic functional regulator FMR1	FXR1
TRINITY_DN29091_c0_g1_i5.p1	2690.75905753	5.35746246839	10	178	1.74627232067	0.150865858453	0.000489633878829	Fragile X mental retardation syndrome-related protein 1	
TRINITY_DN29091_c0_g1_i5.p1	258.829404327	1.07465724501	2	774	0.69953012147	0.011317507337	4.04253472203e-06	Synaptic functional regulator FMR1	
TRINITY_DN29094_c0_g1_i1.p1	1687.43507716	1.54566540766	3	163	1.42387175992	0.29980473835	6.08867239842e-05	Diphthine methyltransferase	
TRINITY_DN29096_c0_g1_i2.p1	3865.35041345	21.0047467355	41	425	2.22916956174	0.175495823254	0.000830501930406	Ammonium transporter Rh type B	
TRINITY_DN29097_c0_g2_i1.p1	800.06294009	6.11660272356	12	2325	1.10391891371	0.365837175102	1.74363264631e-06	Endothelin-converting enzyme 1	
TRINITY_DN29097_c0_g2_i1.p1	397.104468196	1.0171849252	2	261	0.748841787278	0.0	0.0	Neprilysin-2	
TRINITY_DN29097_c0_g2_i1.p1	228.747515706	0.509058004415	1	197	0.689417801415	0.0149407624052	9.55291713887e-06	Neprilysin	
TRINITY_DN2909_c0_g1_i1.p1	173.443631005	3.71441360829	7	36031	0.669159630691	0.0184565292835	1.08884254918e-05	Thymidylate synthase	
TRINITY_DN2909_c0_g1_i2.p1	454.191648937	28.757917519	49	36033	0.846661317382	0.141479029245	3.86153538856e-05	Thymidylate synthase	THYA
TRINITY_DN2909_c0_g1_i2.p1	55.3429833672	0.562150092963	1	927	0.618110655352	0.0112706787099	1.14435097475e-07	Bifunctional dihydrofolate reductase-thymidylate synthase	THYA
TRINITY_DN29106_c0_g1_i1.p1	3017.90160201	2.10232269433	4	68	1.81808485411	0.0394796181398	7.8466165042e-07	Glutathione hydrolase 1 proenzyme	
TRINITY_DN29107_c0_g1_i2.p1	4.16660200195e-15	0.575217392831	1	4	0.722522903418	0.249922302337	0.00320415897181	Serine/threonine-protein kinase tor2	
TRINITY_DN29108_c0_g2_i7.p1	4052.5429415	3.82948943415	7	66	2.27591867706	0.122437265284	0.000487492732924	Dipeptidase aclJ	
TRINITY_DN29117_c0_g1_i4.p1	861.30639456	3.08875126946	5	1044	0.969854727552	0.0666644352957	9.51062118427e-07	Phosphatidylinositol 3-kinase catalytic subunit type 3	PIK3C3
TRINITY_DN29120_c0_g1_i1.p1	531.193517493	1.66527936943	3	1647	0.934927235385	0.249905324548	3.18875190185e-07	Arginyl-tRNA--protein transferase 1	ATE1
TRINITY_DN29129_c0_g1_i5.p1	1120.40120175	2.12269002126	4	493	1.07829816121	0.0757305650043	2.40528000735e-05	Proton-coupled amino acid transporter 1	
TRINITY_DN29131_c0_g1_i1.p1	5.04158838982e-15	0.476087431613	1	11	0.722261717915	0.249532710281	0.000469073296547	Serine/threonine-protein kinase PLK3	
TRINITY_DN29136_c0_g2_i1.p1	4.81659116808e-14	0.506675149475	1	34	0.678186484552	0.16638113186	0.000224233331348	Neurochondrin homolog	
TRINITY_DN29137_c0_g2_i12.p1	1649.59340887	10.3771189427	20	980	1.32329887063	0.138606531506	2.26909587232e-06	Calpain-2 catalytic subunit	
TRINITY_DN29137_c0_g2_i12.p1	441.42766025	1.60407567786	3	327	0.782826540411	0.0306705520168	4.18711427008e-06	Calpain clp-1	
TRINITY_DN29137_c0_g2_i14.p1	1118.21572126	2.56646324629	5	618	1.06134001248	0.0453843019907	2.19597919343e-06	Calpain-A	
